"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"EB","Eventbrite, Inc.","30.98","2357866547.72","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/eb",
"EVBG","Everbridge, Inc.","51.63","1517188699.11","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/evbg",
"EVER","EverQuote, Inc.","11.91","297022156.08","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ever",
"MRAM","Everspin Technologies, Inc.","7.54","127457004.48","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/mram",
"EVTC","Evertec, Inc.","27.28","1984385855.76","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/evtc",
"EVOL","Evolving Systems, Inc.","1.6","19387222.4","n/a","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/evol",
"AQUA","Evoqua Water Technologies Corp.","9.35","1064878783.65","n/a","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aqua",
"EXTN","Exterran Corporation","23.2","838756792","n/a","2015","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/extn",
"EXTR","Extreme Networks, Inc.","6.26","740792618.54","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/extr",
"FFIV","F5 Networks, Inc.","178.91","10773065650","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","141.55","406784636478.6","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/fb",
"FDS","FactSet Research Systems Inc.","227.17","8640932305.15","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/fds",
"SFUN","Fang Holdings Limited","1.78","791976103.1","n/a","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/sfun",
"FNSR","Finisar Corporation","20.93","2453234288.05","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/fnsr",
"FEYE","FireEye, Inc.","18.95","3733433984.7","n/a","2013","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/feye",
"FSLR","First Solar, Inc.","42.71","4476647667.67","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/fslr",
"FISV","Fiserv, Inc.","78.59","31315818364.43","n/a","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/fisv",
"FIT","Fitbit, Inc.","5.74","1426569541.46","n/a","2015","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/fit",
"FIVN","Five9, Inc.","42","2468422152","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","7.93","4175830310.6","n/a","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/flex",
"FPAY","FlexShopper, Inc.","0.7415","13035473.605","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/fpay",
"FPAYW","FlexShopper, Inc.","0.23","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/fpayw",
"FSCT","ForeScout Technologies, Inc.","26.99","1129212937.03","n/a","2017","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/fsct",
"FRSX","Foresight Autonomous Holdings Ltd.","2.44","3689587.44","1512126","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/frsx",
"FORM","FormFactor, Inc.","14.04","1040396783.4","n/a","2003","Technology","Semiconductors","https://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","40","6390080","159752","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/forty",
"FTNT","Fortinet, Inc.","73.74","12563098916.7","n/a","2009","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ftnt",
"FSNN","Fusion Connect, Inc.","2.47","193806171.39","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/fsnn",
"GDI","Gardner Denver Holdings, Inc.","26.31","5229447610.47","n/a","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/gdi",
"GTES","Gates Industrial Corporation plc","14.51","4204365059.29","n/a","2018","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/gtes",
"GDS","GDS Holdings Limited","23.01","1128933808.47","49062747","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/gds",
"JOB","GEE Group Inc.","2.12","22909688.84","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/job",
"GFN","General Finance Corporation","14.47","387174571.38","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","100.8","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","25.05","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/gfnsl",
"GIGM","GigaMedia Limited","2.69","29730512.15","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/gigm",
"GILT","Gilat Satellite Networks Ltd.","9.94","544713123.22","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/gilt",
"GSB","GlobalSCAPE, Inc.","4.44","79779109.92","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gsb",
"GLOB","Globant S.A.","52.61","1881722440.51","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/glob",
"GLUU","Glu Mobile Inc.","7.72","1105866747.36","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/gluu",
"GDDY","GoDaddy Inc.","63.15","10957573290","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/gddy",
"GHM","Graham Corporation","25.67","252373988.92","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ghm",
"GEC","Great Elm Capital Group, Inc. ","3.25","84184750","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gec",
"GRNQ","Greenpro Capital Corp.","4.7","257161848.9","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/grnq",
"GSUM","Gridsum Holding Inc.","4.55","72213600.55","15871121","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gsum",
"GRPN","Groupon, Inc.","2.93","1672385443.95","n/a","2011","Technology","Advertising","https://www.nasdaq.com/symbol/grpn",
"GVP","GSE Systems, Inc.","2.78","54857336.9","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gvp",
"GSIT","GSI Technology, Inc.","5.52","121150884.48","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/gsit",
"GWRE","Guidewire Software, Inc.","85.38","6916420691.52","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gwre",
"HQCL","Hanwha Q CELLS Co., Ltd. ","9.71","53419807.75","5501525","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/hqcl",
"HLIT","Harmonic Inc.","5.84","506314760.72","n/a","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/hlit",
"HHS","Harte-Hanks, Inc.","5.29","33083781.67","n/a","1993","Technology","Advertising","https://www.nasdaq.com/symbol/hhs",
"HSTM","HealthStream, Inc.","25.17","813630544.53","n/a","2000","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/hstm",
"HSII","Heidrick & Struggles International, Inc.","35.33","669809917.09","n/a","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/hsii",
"HPE","Hewlett Packard Enterprise Company","15.28","22486785764.24","n/a","2015","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpe",
"HIMX","Himax Technologies, Inc.","4.03","435558841.51","108079117","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/himx",
"HDP","Hortonworks, Inc.","15.76","1317308141.92","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hdp",
"HPQ","HP Inc.","23.99","37961980106.92","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpq",
"HMI","Huami Corporation","9.43","560463713.88","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hmi",
"HUBS","HubSpot, Inc.","129.16","5067239864.04","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hubs",
"HSON","Hudson Global, Inc.","1.48","47430082.44","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/hson",
"HUYA","HUYA Inc.","18.5","3770245573","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/huya",
"ICHR","Ichor Holdings","15.41","352165115.25","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","3.57","47859091.56","13405908","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/iclk",
"INVE","Identiv, Inc.","6.5","102570078","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/inve",
"IEC","IEC Electronics Corp.","5.06","52064495.56","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/iec",
"INFO","IHS Markit Ltd.","51.34","20236442856.86","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/info",
"ITW","Illinois Tool Works Inc.","131.19","43529037604.29","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/itw",
"IMMR","Immersion Corporation","9","277229196","n/a","1999","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/immr",
"IMPV","Imperva, Inc.","55.84","1965429181.76","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/impv",
"INFY","Infosys Limited","9.34","40605337913.24","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/infy",
"INOD","Innodata Inc.","1.46","37781082.84","n/a","1993","Technology","EDP Services","https://www.nasdaq.com/symbol/inod",
"ISSC","Innovative Solutions and Support, Inc.","2.3","38733377.7","n/a","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/issc",
"INOV","Inovalon Holdings, Inc.","11.25","1714671562.5","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/inov",
"IPHI","Inphi Corporation","33.63","1483471527.39","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/iphi",
"INPX","Inpixon ","3.53","5486421.31","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/inpx",
"NSP","Insperity, Inc.","114.21","4775127523.65","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/nsp",
"INSE","Inspired Entertainment, Inc.","6.6","141799066.2","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inse",
"INST","Instructure, Inc.","36.42","1276818478.56","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inst",
"IDTI","Integrated Device Technology, Inc.","46.37","5982671913.81","n/a","1984","Technology","Semiconductors","https://www.nasdaq.com/symbol/idti",
"INTC","Intel Corporation","46.65","212910600000","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/intc",
"IDN","Intellicheck, Inc.","2.4","37517270.4","n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","12.6","110854648.8","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ins",
"LINK","Interlink Electronics, Inc.","3.43","22235949.12","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","0.9499","47259914.9484","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","6.52","166341591.28","n/a","1999","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inap",
"IBM","International Business Machines Corporation","120.9","109873167639.3","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/ibm",
"IIJI","Internet Initiative Japan, Inc.","10.8116","18555754.4712","1716282","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/iiji",
"IPG","Interpublic Group of Companies, Inc. (The)","23.97","9212905455","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/ipg",
"INTX","Intersections, Inc.","3.6","87683425.2","n/a","2004","Technology","EDP Services","https://www.nasdaq.com/symbol/intx",
"INXN","InterXion Holding N.V.","60.95","4368469350","n/a","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inxn",
"IVAC","Intevac, Inc.","4.73","107912551.89","n/a","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ivac",
"INTU","Intuit Inc.","212.87","55063427749.4","n/a","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/intu",
"IPGP","IPG Photonics Corporation","129.11","6894496077.81","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/ipgp",
"JCOM","j2 Global, Inc.","72.05","3547935886.55","n/a","1999","Technology","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcom",
"JBL","Jabil Inc.","24.16","3910994972.96","n/a","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/jbl",
"JKHY","Jack Henry & Associates, Inc.","141.31","10923025316.58","n/a","1985","Technology","EDP Services","https://www.nasdaq.com/symbol/jkhy",
"JT","Jianpu Technology Inc.","5.77","969507238.86","n/a","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jt",
"JKS","JinkoSolar Holding Company Limited","8.93","349291234.8","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/jks",
"JMU","JMU Limited","1.17","2241580.77","1915881","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/jmu",
"JBT","John Bean Technologies Corporation","87.41","2762846189.36","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/jbt",
"JNPR","Juniper Networks, Inc.","28.39","9798933416","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/jnpr",
"KAI","Kadant Inc","101.41","1126390887.36","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kai",
"KELYA","Kelly Services, Inc.","23.28","904822223.52","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","23.4","908026610.4","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelyb",
"KTCC","Key Tronic Corporation","7.13","76716518.4","n/a","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ktcc",
"KFRC","Kforce, Inc.","31.4","818448253.4","n/a","1995","Technology","Professional Services","https://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","17.44","465554678.56","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/ke",
"KOPN","Kopin Corporation","1.66","121404519.98","n/a","1992","Technology","Semiconductors","https://www.nasdaq.com/symbol/kopn",
"KFY","Korn/Ferry International","45.83","2609585910.63","n/a","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/kfy",
"KLIC","Kulicke and Soffa Industries, Inc.","20.17","1362927038.3","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","11.04","195821238.24","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/kvhi",
"LLL","L3 Technologies, Inc.","189.47","14910824987.97","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lll",
"LRCX","Lam Research Corporation","142.91","22177174805.46","n/a","1984","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lrcx",
"LTRX","Lantronix, Inc.","3.52","77432407.36","n/a","2000","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","5.64","730521242.52","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/lscc",
"LEAF","Leaf Group Ltd.","8.55","216436982.85","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/leaf",
"LDOS","Leidos Holdings, Inc.","64.38","9641552727.18","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ldos",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","18.49","1387860416.95","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","19.12","1435132802.64","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpb",
"LPTH","LightPath Technologies, Inc.","1.82","46927744.5","n/a","1996","Technology","Semiconductors","https://www.nasdaq.com/symbol/lpth",
"LECO","Lincoln Electric Holdings, Inc.","83.25","5365098947.25","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/leco",
"LN","LINE Corporation","29.03","6917727770.72","n/a","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ln",
"LKM","Link Motion Inc.","0.2859","28014481.2987","n/a","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lkm",
"LIQT","LiqTech International, Inc.","1.37","99654549.39","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/liqt",
"LPSN","LivePerson, Inc.","20.36","1270634576.08","n/a","2000","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lpsn",
"RAMP","LiveRamp Holdings, Inc.","45.89","3563931253.09","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ramp",
"LOGI","Logitech International S.A.","35.24","5838218024.2","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","83.24","4261888000","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/logm",
"LORL","Loral Space and Communications, Inc.","44.97","1391045812.47","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lorl",
"LXFT","Luxoft Holding, Inc.","40.78","1367798309.8","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/lxft",
"MTSI","MACOM Technology Solutions Holdings, Inc.","14.89","970274419.58","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/mtsi",
"MGIC","Magic Software Enterprises Ltd.","8.4","409562966.4","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mgic",
"MX","MagnaChip Semiconductor Corporation","7.51","260010934.62","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/mx",
"MNGA","MagneGas Applied Technology Solutions, Inc.","0.361","47311166.182","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mnga",
"MJCO","Majesco","7.45","272842266.35","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mjco",
"MAMS","MAM Software Group, Inc.","7.85","98855324.75","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mams",
"MANH","Manhattan Associates, Inc.","47.83","3127052172.27","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/manh",
"MNTX","Manitex International, Inc.","8.14","159724626.6","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mntx",
"MAN","ManpowerGroup","79.03","5128620396.06","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/man",
"MRIN","Marin Software Incorporated","2.71","15677350","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mrin",
"MRVL","Marvell Technology Group Ltd.","15.79","10396136000","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/mrvl",
"MTCH","Match Group, Inc.","40.95","11384100000","n/a","2015","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","13.77","185211594.9","13450370","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtls",
"MAXR","Maxar Technologies Ltd.","18.24","1078880915.52","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/maxr",
"MXIM","Maxim Integrated Products, Inc.","51.31","14216096116.25","n/a","1988","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxim",
"MXL","MaxLinear, Inc","18.21","1255848370.65","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxl",
"MGRC","McGrath RentCorp","52.37","1265759385.87","n/a","1984","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","2.77","138320213.15","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MTBC","Medical Transcription Billing, Corp.","5.21","61633039.18","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","26.19","24338340.81","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbcp",
"MDSO","Medidata Solutions, Inc.","70.12","4290674494.24","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdso",
"MLNX","Mellanox Technologies, Ltd.","91.31","4886978860.71","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/mlnx",
"MFGP","Micro Focus Intl PLC","16.1","6862880603.6","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mfgp",
"MCHP","Microchip Technology Incorporated","69.66","16475263194.24","n/a","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","37.44","42466521240","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","106.87","820357496316.32","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","126.59","1451657406.46","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mstr",
"MCRN","Milacron Holdings Corp.","13.91","983672802.32","n/a","2015","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mcrn",
"MIME","Mimecast Limited","34.1","2048162587.9","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mime",
"MNDO","MIND C.T.I. Ltd.","2.23","43055542.14","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo",
"MB","MINDBODY, Inc.","26.18","1254522718.68","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/mb",
"MIND","Mitcham Industries, Inc.","4","48477596","n/a","1994","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","23.3107","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","9.43","357974342.32","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","10.98","1351481117.76","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/mitl",
"MIXT","MiX Telematics Limited","17.99","409996417.6","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mixt",
"MOBL","MobileIron, Inc.","4.92","519329099.4","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mobl",
"MODN","Model N, Inc.","13.93","435318754.57","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/modn",
"MOMO","Momo Inc.","31.51","4691980479.9","148904490","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MDB","MongoDB, Inc.","69.83","3646235598.7","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdb",
"MPWR","Monolithic Power Systems, Inc.","119.32","5060599840","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","17.77","738210047.3","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/type",
"MOSY","MoSys, Inc.","0.24","9993740.64","n/a","2001","Technology","Semiconductors","https://www.nasdaq.com/symbol/mosy",
"MSI","Motorola Solutions, Inc.","126.99","20766403957.32","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/msi",
"MOXC","Moxian, Inc.","0.58","39067188.76","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"MYSZ","My Size, Inc.","1.15","34166532.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz",
"NNDM","Nano Dimension Ltd.","2.03","18831688.82","9276694","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm",
"NH","NantHealth, Inc.","1.37","149976150.91","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh",
"NATI","National Instruments Corporation","49.26","6523629580.44","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nati",
"NPTN","NeoPhotonics Corporation","8.02","369315201.54","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/nptn",
"NETE","Net Element, Inc.","5.85","22633018.2","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","78.87","20448487035.24","n/a","1995","Technology","Electronic Components","https://www.nasdaq.com/symbol/ntap",
"NTCT","NetScout Systems, Inc.","26.36","2048296524.64","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","7.57","87074803.12","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntwk",
"NEWR","New Relic, Inc.","83.38","4749159707.6","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/newr",
"NXGN","NextGen Healthcare, Inc.","15.5","1002360727","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nxgn",
"NICE","NICE Ltd","112.94","4752069312.88","42076052","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/nice",
"LASR","nLIGHT, Inc.","19.63","683149283.44","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/lasr",
"NOK","Nokia Corporation","5.75","32152016940","n/a","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/nok",
"NUAN","Nuance Communications, Inc.","16.85","4832629050.35","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nuan",
"NTNX","Nutanix, Inc.","41.64","7442725771.68","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntnx",
"NVEC","NVE Corporation","83.47","404329514.7","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvec",
"NVT","nVent Electric plc","24.51","4388215546.62","n/a","2018","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nvt",
"NVDA","NVIDIA Corporation","189.54","115240320000","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","79.28","23427379453.52","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/nxpi",
